code,bgm_id,title,director,企画,製作,publish_date
2000-21-02,74428,堕楽 後編,ながはまのりひこ,,バニラ,2000-12-15
2000-22-01,74480,恋姫 第一章「恋の巻」,政木伸一,乱交太郎,ピンクパイナップル,2000-09-22
2000-22-02,74480,恋姫 第二章「姫の巻」,政木伸一,乱交太郎,ピンクパイナップル,2000-11-24
2000-23-01,106061,ファイブカード 第1話,,,,2000-09-28
2000-23-02,106061,ファイブカード 第2話,,,,2000-12-28
2000-23-03,106061,ファイブカード 第3話,,,,2000-05-28
2000-24-01,62260,続・御先祖賛江 第一話「春暁」,,,GREEN BUNNY,2000-10-25
2000-24-02,62260,続・御先祖賛江 第二話「陽炎」,,,GREEN BUNNY,2000-12-21
2000-24-03,62260,続・御先祖賛江 第三話「現身」,,,GREEN BUNNY,2001-02-25
2000-24-04,62260,続・御先祖賛江 第四話「夢名残」,,,GREEN BUNNY,2001-04-25
2000-25-01,92904,コートの中の天使達 1st SET,,乱交太郎,ピンクパイナップル,2000-10-27
2000-25-02,92904,コートの中の天使達 2nd SET,,乱交太郎,ピンクパイナップル,2000-12-15
2000-26-01,106057,夢現の境界 1,,,CINEMA PARADISE,2000-10-28
2000-26-02,106057,夢現の境界 2,,,CINEMA PARADISE,2001-01-28
2000-26-03,106057,夢現の境界 3,,,CINEMA PARADISE,2001-03-28
2000-27-01,147925,百喜夜行 ~わらし~,Kim Il Bae,,マックス,2000-10-25
2000-28-01,74479,警備員 第1話「密漁のデパート」,金澤勝眞,,ピンクパイナップル,2000-11-24
2000-28-02,74479,警備員 第2話「淫欲の監視モニター」,金澤勝眞,,ピンクパイナップル,2001-02-23
2000-28-03,74479,警備員 第3話「欲望の最終巡回」,金澤勝眞,,ピンクパイナップル,2001-03-23
2000-29-01,107920,黒瞳皇 第1話,冬野未完,,ファイブウェイズ,2000-11-28
2000-29-02,107920,黒瞳皇 第2話,冬野未完,,ファイブウェイズ,2001-02-28
2000-29-03,107920,黒瞳皇 第3話,冬野未完,,ファイブウェイズ,2001-04-28
2000-30-01,170674,雛鳥の囀 前編,福田潤,,DISCOVERY,2000-11-26
2000-30-02,170674,雛鳥の囀 後編,福田潤,,DISCOVERY,2001-02-16
2000-31-01,37994,夜勤病棟  Karte.1,水野和則,,DISCOVERY,2000-12-08
2000-31-02,37994,夜勤病棟  Karte.2,水野和則,,DISCOVERY,2001-03-23
2000-32-01,64377,闇市場（オークション） 〜美女奴隷〜,粟井重紀,,WHITE BEAR,2000-12-20
2000-33-01,81853,真・瑠璃色の雪 其の一,周 樹人,,DISCOVERY,2000-12-22
2000-33-02,81853,真・瑠璃色の雪 其のニ,周 樹人,,DISCOVERY,2001-04-27
2000-34-01,114347,恋図 ～ふたりの距離～,,,,2000-12-08
